Overall,Height,Weight,Age,Weak_foot,Skill_Moves,Ball_Control,Dribbling,Marking,Sliding_Tackle,Standing_Tackle,Aggression,Reactions,Attacking_Position,Interceptions,Vision,Composure,Crossing,Short_Pass,Long_Pass,Acceleration,Speed,Stamina,Strength,Balance,Agility,Jumping,Heading,Shot_Power,Finishing,Long_Shots,Curve,Freekick_Accuracy,Penalties,Volleys,GK_Positioning,GK_Diving,GK_Kicking,GK_Handling,GK_Reflexes
0,170,62,20,2,4,60,66,31,28,36,38,62,59,37,59,64,43,58,52,82,80,47,35,88,91,58,32,52,44,35,61,52,39,30,10,15,13,12,11
0,170,62,23,3,4,68,66,23,29,32,47,56,59,44,64,62,53,53,51,77,62,56,42,90,80,38,47,44,46,45,49,46,46,47,13,8,12,8,15
0,183,79,23,3,2,56,59,36,35,28,60,56,61,36,44,55,44,62,57,71,68,67,71,61,63,78,67,54,60,40,36,39,40,44,10,7,10,7,7
0,175,72,22,2,2,64,58,33,44,44,57,59,60,47,63,58,58,65,61,64,65,64,34,65,57,62,47,59,45,55,56,54,57,53,5,6,13,8,10
0,184,78,21,3,1,20,16,20,14,15,18,61,16,23,28,30,12,27,19,41,49,22,67,48,35,54,19,23,13,14,18,16,23,13,59,62,58,59,61
0,182,74,21,3,2,64,66,33,28,33,34,48,62,25,47,52,50,48,47,73,67,64,58,61,71,47,56,64,58,53,54,37,53,60,15,6,14,6,15
0,188,83,22,3,3,60,60,15,19,21,30,48,55,22,52,44,36,48,29,63,69,60,71,55,60,71,62,61,64,59,34,30,65,45,10,11,14,11,9
0,178,72,22,3,2,59,66,45,57,50,60,53,61,49,53,48,45,68,62,77,71,62,53,72,58,57,61,68,34,43,44,45,53,41,7,13,12,10,14
0,180,77,27,4,2,55,45,55,55,61,68,59,34,61,52,54,48,55,58,63,65,67,67,65,64,80,52,56,35,40,49,37,46,30,6,12,14,14,14
0,187,85,28,2,2,40,28,57,56,61,73,56,22,55,22,44,22,41,45,48,51,48,82,40,41,71,63,47,21,25,33,31,36,31,9,11,16,14,12
0,179,75,32,2,2,61,53,49,50,56,74,64,53,57,64,63,48,61,60,56,53,74,68,69,63,76,54,50,34,53,56,51,55,44,13,6,14,16,15
0,180,75,19,4,3,64,67,40,47,41,50,49,49,33,58,60,54,65,60,72,75,51,58,69,66,64,33,53,49,48,56,48,48,54,6,11,13,9,15
0,173,76,20,3,2,62,64,19,27,32,67,46,60,34,59,63,59,48,42,73,78,74,54,74,69,78,29,60,62,58,58,60,63,59,7,11,10,13,11
0,182,78,22,3,2,50,56,56,62,63,60,56,51,64,44,58,55,60,56,58,62,67,75,62,51,62,57,49,32,31,33,32,37,25,8,6,16,12,14
0,177,70,23,2,2,64,57,47,61,64,63,62,53,62,55,58,50,65,59,64,61,55,58,74,59,63,56,52,51,55,40,44,50,39,11,15,11,7,7
0,180,72,20,2,2,62,57,66,62,60,57,55,14,57,14,60,48,55,49,62,67,67,66,59,53,63,54,39,13,32,37,14,12,40,7,5,5,7,13
0,178,77,28,2,2,58,45,61,62,63,65,48,50,54,57,59,52,64,62,67,64,70,65,71,62,67,50,55,26,32,33,33,50,40,9,11,7,12,15
0,180,69,20,2,4,66,66,30,30,31,42,61,58,32,56,62,57,60,56,69,69,66,42,76,72,47,53,58,60,57,40,41,61,51,12,9,12,10,13
0,175,75,23,3,2,47,39,60,56,60,73,54,30,55,29,36,35,38,31,63,67,60,76,62,47,79,57,38,22,24,29,25,31,31,12,10,15,11,9
0,182,72,20,2,2,63,58,57,62,66,71,52,48,49,54,43,49,63,66,69,67,55,72,68,65,61,57,68,45,40,45,39,45,38,13,10,8,9,7
0,188,76,21,2,2,56,49,62,59,61,51,56,27,62,26,44,28,60,47,59,65,67,62,60,55,70,56,38,32,16,22,28,34,24,11,10,12,6,14
0,188,81,21,4,2,58,57,19,13,14,36,56,62,17,39,43,42,51,38,65,64,57,71,50,57,84,60,58,62,55,53,35,55,62,12,6,15,15,8
0,179,77,24,3,2,59,58,63,68,66,55,55,44,58,38,37,50,53,28,65,66,59,61,65,61,55,54,32,29,34,33,35,40,36,14,8,6,14,7
0,184,85,22,3,2,34,43,65,65,70,69,52,37,58,33,41,47,35,29,66,58,63,63,57,57,62,55,27,28,30,38,34,47,30,16,7,12,12,14
0,190,85,23,2,1,18,18,15,14,20,27,58,14,24,13,33,20,26,18,49,42,24,76,42,36,50,20,21,12,16,20,20,23,13,57,65,55,58,61
0,184,81,22,3,1,20,10,12,11,18,25,58,13,24,30,30,12,28,20,43,49,40,56,65,32,76,16,21,14,20,20,14,25,11,52,70,51,55,65
0,183,76,23,2,2,58,59,19,21,23,33,57,53,18,48,54,36,50,36,67,79,52,69,66,65,75,51,67,63,55,48,41,65,56,7,12,14,13,11
0,192,72,21,3,2,42,35,57,70,71,48,55,30,61,30,49,32,37,34,57,55,60,60,50,46,65,60,47,25,31,34,30,42,28,15,6,7,10,10
0,175,73,22,2,2,68,68,44,50,55,60,56,54,43,50,46,48,70,63,68,70,67,67,71,59,62,47,63,58,44,40,42,48,42,11,10,15,11,11
0,185,78,26,2,2,65,60,33,29,46,48,49,55,58,63,54,59,65,54,75,73,47,60,69,79,56,43,54,39,50,48,64,45,47,8,16,11,12,7
0,190,77,22,2,1,21,18,13,11,17,23,61,17,19,27,24,17,27,19,43,45,28,67,39,31,64,14,23,20,18,15,20,23,14,62,54,55,67,58
0,174,73,28,3,3,59,62,17,16,17,34,54,60,14,45,42,27,42,27,70,68,68,70,63,66,79,63,57,65,51,34,28,62,42,16,14,8,7,12
0,197,88,22,3,2,52,33,57,56,62,41,54,24,60,30,54,25,52,43,54,61,68,83,34,46,71,63,51,35,30,24,26,34,38,7,8,14,10,13
0,183,70,21,3,3,58,62,22,18,23,37,59,59,21,55,56,51,56,48,80,78,64,61,57,65,60,50,47,57,52,44,43,60,51,12,10,6,7,9
0,181,71,21,3,3,74,69,15,17,22,33,53,59,15,53,31,44,60,35,53,51,59,32,61,61,64,62,48,71,65,58,41,70,64,14,16,10,15,7
0,179,73,23,3,2,57,54,57,64,64,57,53,43,56,41,51,60,56,46,67,67,62,44,65,68,53,47,50,28,35,51,41,37,29,13,11,13,7,11
0,180,81,23,3,3,63,58,57,61,63,67,56,38,58,54,47,40,63,58,60,55,56,72,75,73,70,51,60,41,44,40,38,46,37,12,11,13,7,10
0,185,76,21,3,1,18,12,13,14,11,22,45,11,15,35,25,11,19,30,45,47,40,37,56,38,65,13,16,11,13,12,13,14,11,60,61,60,60,65
0,178,70,23,3,2,64,63,37,45,39,40,54,53,26,58,56,51,63,53,68,67,60,49,73,69,56,45,53,54,49,50,51,48,45,11,15,11,7,12
0,177,74,29,3,2,66,61,67,69,63,64,62,43,60,45,60,60,66,58,72,73,68,60,71,70,59,57,48,43,39,48,35,42,28,13,15,8,11,14
0,190,80,23,3,2,47,25,59,60,63,62,52,21,59,29,41,29,52,42,54,59,69,74,53,53,55,59,31,22,19,28,24,35,29,15,13,7,12,12
0,184,79,26,3,2,51,37,70,68,67,70,62,30,64,35,56,37,54,44,57,59,57,74,54,45,76,62,42,20,23,29,26,38,23,6,12,14,15,6
0,182,76,25,3,3,67,68,57,59,63,47,52,62,59,57,61,47,58,62,71,60,70,74,62,73,54,32,55,57,49,49,42,55,49,11,8,16,7,11
0,188,79,26,4,2,56,61,56,63,63,41,51,43,54,50,44,56,58,56,67,66,68,70,55,56,79,60,36,41,40,48,37,36,33,15,12,9,13,10
0,175,70,22,3,2,64,67,14,19,24,52,67,60,19,55,62,41,53,35,86,78,54,57,69,84,49,39,62,54,56,63,33,46,42,8,12,8,10,13
0,181,73,21,5,2,46,21,67,63,63,64,52,19,60,19,37,16,38,30,55,63,68,63,64,51,66,58,30,17,21,29,16,23,21,10,9,8,6,15
0,183,76,21,3,2,46,29,56,62,63,55,52,28,61,39,51,40,50,41,66,67,67,74,60,60,71,60,44,32,21,34,32,41,36,15,13,15,10,6
0,172,62,22,2,4,57,61,16,19,18,34,52,56,34,66,40,50,63,52,76,85,60,35,73,92,61,37,46,50,51,48,42,46,42,8,9,11,9,15
0,179,77,25,3,3,59,58,19,11,11,35,52,51,17,44,43,30,52,33,67,68,70,69,71,63,65,70,63,62,59,44,26,60,52,11,10,13,10,16
0,175,71,21,3,2,53,38,56,62,60,70,53,47,60,32,45,60,54,47,73,72,67,66,78,67,73,52,60,26,22,51,28,37,37,7,12,13,9,9
0,183,73,21,2,2,55,49,56,62,60,58,56,39,56,38,53,34,57,61,66,71,66,74,65,59,79,56,39,39,36,35,36,40,37,13,6,8,7,15
0,180,70,24,3,3,58,59,44,48,44,51,52,58,37,63,36,48,63,62,69,67,76,66,63,60,74,42,54,56,56,34,41,37,39,13,14,9,14,14
0,180,75,21,3,2,57,63,53,48,59,68,54,58,61,57,59,44,62,61,70,68,76,77,68,77,63,58,56,37,54,42,39,47,39,8,9,11,10,9
0,174,70,27,3,2,56,60,62,64,64,44,52,44,60,35,58,63,41,28,65,67,66,46,71,71,73,44,26,37,21,36,29,37,25,15,15,10,9,7
0,187,87,27,3,1,25,15,15,17,16,19,62,15,19,25,33,17,25,23,34,38,36,56,40,32,58,11,24,13,17,23,17,21,11,61,64,60,56,60
0,175,73,25,3,2,52,41,63,65,64,51,53,29,61,30,51,46,48,41,63,63,71,74,67,71,80,60,44,24,24,35,35,44,31,7,7,15,10,13
0,184,68,21,3,2,60,67,52,56,57,58,49,58,52,59,48,70,54,59,77,80,70,61,64,65,60,50,46,59,44,70,61,53,42,10,10,14,15,12
0,184,75,21,3,3,64,67,34,40,38,56,53,53,47,49,39,56,54,54,82,77,59,64,58,62,61,50,60,55,54,52,38,47,52,14,8,11,11,7
0,182,74,21,3,2,54,42,61,60,63,54,58,36,57,38,42,46,51,48,60,54,70,67,55,47,70,60,43,33,37,39,36,43,34,12,10,12,11,15
0,170,66,22,3,3,65,66,40,49,46,45,58,53,37,66,52,41,70,64,75,68,50,32,83,71,58,42,59,47,46,56,55,52,45,10,11,13,12,10
0,178,74,22,3,3,66,64,27,25,26,37,59,58,22,55,50,56,59,41,69,68,47,59,69,63,44,35,62,61,60,53,55,55,43,10,7,15,13,15
0,173,74,28,2,3,53,64,35,32,26,31,58,60,20,47,55,42,54,41,91,87,77,59,76,65,81,54,55,59,51,46,34,59,47,13,15,16,10,6
0,175,79,29,3,3,60,62,35,40,39,45,47,61,20,55,53,48,62,64,76,72,51,57,66,79,59,40,55,53,56,58,41,45,48,11,14,12,6,12
0,188,89,24,3,2,58,58,57,59,62,67,55,57,56,54,50,47,58,56,72,70,82,78,66,65,65,52,62,49,48,55,43,44,30,15,8,14,11,12
0,178,75,24,2,2,61,59,61,58,59,38,58,48,66,59,63,42,60,52,68,69,74,65,69,72,57,45,48,49,41,37,37,59,40,13,7,14,10,8
0,175,68,23,2,2,59,61,29,25,30,40,50,58,32,46,39,61,50,40,88,89,72,40,76,88,70,42,62,60,60,55,41,58,45,14,9,14,14,13
0,168,68,22,2,3,63,68,24,32,32,39,52,58,31,51,59,56,61,51,81,73,41,51,83,68,68,32,55,53,56,44,45,49,51,11,11,11,12,14
0,185,80,22,3,3,58,55,59,57,59,76,52,47,57,51,56,48,63,56,55,56,72,74,60,44,60,61,56,40,52,38,39,40,40,15,7,9,8,12
0,191,87,25,2,1,16,18,13,15,18,21,53,13,19,53,29,11,29,25,48,40,28,81,42,34,40,12,24,19,19,19,15,16,11,66,61,58,60,59
0,185,80,26,3,2,49,37,60,58,63,66,53,23,57,57,40,22,65,60,51,33,69,77,63,73,75,49,38,20,32,23,30,37,22,11,10,11,12,11
0,177,72,25,3,2,55,66,65,72,66,54,65,45,59,41,40,47,33,35,62,54,69,66,73,72,72,55,35,30,33,41,33,43,29,6,7,10,8,14
0,180,68,22,2,2,61,62,46,48,55,46,54,51,51,61,51,42,61,59,72,71,74,32,75,74,43,39,60,55,63,57,63,42,43,15,11,10,8,15
0,185,78,25,4,2,55,57,60,60,62,68,55,30,58,30,40,62,55,38,72,72,57,65,63,66,77,46,36,17,22,26,23,40,27,9,11,8,8,7
0,183,77,26,3,3,64,59,47,49,43,59,63,62,52,60,55,54,65,58,54,55,63,63,56,56,70,62,69,60,59,43,42,59,54,6,11,15,16,7
0,177,74,23,5,4,65,59,35,39,42,35,55,61,26,58,58,62,60,53,73,84,62,43,73,76,52,47,65,59,52,57,60,63,56,8,13,13,7,8
0,190,75,20,3,3,52,66,17,15,18,32,53,58,17,54,49,56,50,57,80,82,60,61,66,70,68,29,62,56,52,49,54,59,42,11,16,13,7,10
0,187,89,21,3,3,59,58,41,26,32,51,37,58,26,41,50,49,57,46,73,73,68,86,38,56,64,58,61,58,63,48,46,62,56,12,9,16,16,11
0,188,81,23,4,2,46,31,62,66,64,54,50,12,55,32,54,48,59,44,63,55,58,65,52,51,62,59,47,23,24,30,40,39,32,16,8,15,14,10
0,175,75,23,3,2,63,54,47,59,64,60,58,57,65,59,53,45,65,62,64,71,58,72,74,59,59,54,61,34,55,39,40,54,43,11,14,13,7,9
0,177,69,23,3,2,43,26,59,59,62,68,50,23,59,36,39,29,49,43,75,69,81,73,71,58,76,55,45,23,29,32,38,41,33,7,15,7,12,11
0,175,65,22,3,2,61,59,49,52,54,40,59,58,53,61,57,61,64,62,69,68,64,45,82,66,61,52,58,45,53,68,64,43,46,13,9,6,14,15
0,183,72,21,3,2,62,62,47,49,50,54,62,55,50,57,65,55,64,61,66,71,75,74,64,57,61,63,57,53,43,48,43,31,24,15,14,10,10,7
0,180,70,21,3,2,64,60,50,49,52,52,48,55,43,67,67,35,68,65,63,54,64,57,56,58,64,50,50,31,52,33,39,38,39,12,16,14,15,11
0,185,80,21,3,2,61,44,62,60,64,57,54,55,50,52,49,37,60,58,69,68,80,73,64,61,71,67,61,32,56,53,39,61,38,14,8,15,6,13
0,186,75,27,3,2,33,47,64,63,65,50,54,43,52,37,36,54,33,36,63,34,66,80,62,70,71,73,22,24,29,27,35,31,24,13,15,6,9,9
0,181,75,23,3,3,64,65,45,23,25,34,50,56,22,46,42,58,54,52,77,80,63,56,77,80,45,33,46,45,37,50,38,50,37,14,11,10,15,6
0,189,84,23,3,1,20,23,15,19,19,21,53,15,19,12,33,18,30,28,43,44,21,60,51,37,56,13,20,15,16,17,16,24,18,60,62,57,61,62
0,175,67,25,3,2,64,68,55,61,61,59,58,58,51,58,50,63,61,51,78,75,68,67,79,75,67,42,57,44,58,52,32,31,30,11,16,7,11,8
0,187,84,25,3,2,57,51,60,65,64,70,53,45,57,41,58,61,52,45,62,65,71,71,55,54,55,50,63,45,35,59,53,48,33,10,7,15,16,15
0,177,78,24,3,2,41,36,57,58,59,70,57,26,53,39,50,33,50,33,64,61,77,76,69,62,86,57,61,31,51,46,26,46,44,15,13,8,8,8
0,176,67,25,3,2,58,61,13,17,18,56,58,58,17,49,55,64,52,37,77,78,59,72,67,64,58,53,62,66,58,47,53,64,54,12,7,7,9,8
0,185,78,23,3,2,46,34,58,60,62,58,57,30,62,31,59,24,44,47,54,51,51,70,56,58,76,59,33,17,20,25,21,34,30,10,11,13,8,10
0,187,84,21,3,2,47,30,62,58,62,56,53,35,60,50,55,26,49,43,57,54,63,72,57,50,80,52,40,33,34,29,28,32,27,7,11,7,10,11
0,172,69,24,3,2,62,58,52,59,62,43,55,52,39,67,47,48,66,64,69,74,57,63,81,66,69,46,61,55,52,49,46,42,53,7,12,8,15,10
0,166,64,23,3,3,64,59,44,48,52,60,50,53,42,62,52,58,63,61,69,65,70,49,88,70,60,38,56,49,53,58,62,60,48,12,11,13,7,15
0,190,79,23,3,1,14,16,12,16,19,33,56,15,16,36,56,13,33,32,51,49,37,72,39,44,62,13,19,12,15,13,10,15,23,60,61,58,59,61
0,179,75,22,3,3,60,61,48,47,47,46,51,59,46,57,57,53,63,53,71,70,54,60,70,59,72,52,58,63,59,51,51,49,52,14,13,8,10,12
0,172,60,27,3,3,56,54,57,66,66,61,55,45,50,34,40,57,54,23,72,74,61,51,78,78,63,48,35,31,34,27,31,31,25,13,8,7,15,8
0,170,66,25,3,3,63,60,18,20,16,62,59,57,23,51,48,31,61,56,60,57,61,64,56,55,50,55,64,62,61,40,61,57,53,6,7,9,7,7
0,169,63,25,2,2,56,59,31,34,32,54,58,60,42,58,60,55,58,55,74,71,63,65,64,70,69,53,54,55,56,38,32,58,43,13,11,7,15,7
0,178,66,22,3,2,61,64,30,34,36,58,47,57,22,62,55,57,57,52,74,72,70,42,63,64,51,42,68,58,60,60,64,59,47,8,11,10,12,9
0,193,84,23,4,1,25,12,17,13,16,27,59,17,20,16,34,14,29,24,57,58,38,72,41,36,54,17,20,14,20,20,15,26,16,61,63,48,56,65
0,192,80,22,3,1,34,21,19,16,11,37,51,14,15,35,42,14,33,25,43,46,28,72,43,54,76,12,22,13,16,12,12,41,13,60,61,59,64,60
0,184,79,23,2,1,19,17,15,14,13,24,58,16,24,13,29,14,26,28,54,59,19,57,58,37,50,18,14,15,15,10,18,20,16,60,61,55,56,67
0,175,75,22,3,2,55,49,61,60,60,54,65,31,57,45,47,51,52,47,74,73,71,59,71,76,80,50,43,26,28,60,58,35,33,6,10,13,15,15
0,175,66,32,3,2,65,61,55,61,60,54,61,61,58,55,46,52,59,54,79,51,74,65,65,77,59,54,46,52,47,52,53,55,41,7,6,11,11,16
0,184,77,28,3,2,50,47,58,55,60,60,55,28,56,34,50,48,54,38,53,50,73,85,52,59,76,57,34,18,24,30,28,33,28,14,13,11,7,6
0,180,73,30,2,1,15,12,20,12,18,18,55,11,16,30,23,13,29,17,46,45,30,62,53,30,53,13,15,17,20,14,20,24,20,58,59,61,59,64
0,174,70,29,4,3,60,63,57,63,57,72,58,60,58,60,58,62,59,58,67,63,62,61,73,75,65,63,42,47,25,68,62,31,45,7,15,6,11,15
0,168,62,24,3,2,61,62,24,32,29,57,55,63,46,49,40,49,66,57,78,76,72,66,73,67,73,44,66,65,40,34,64,58,35,9,13,13,16,8
0,174,71,25,3,2,64,59,57,57,65,53,55,49,59,57,50,66,64,60,70,63,70,68,63,71,59,45,59,47,46,67,69,49,47,9,14,14,7,8
0,178,70,32,3,2,57,53,53,50,50,83,55,56,62,63,56,56,63,60,50,61,65,83,66,68,70,51,60,58,62,43,61,47,38,15,7,7,15,7
0,179,67,25,3,3,66,69,18,16,21,34,56,64,32,52,51,48,53,29,81,81,42,45,70,91,72,52,60,62,57,39,32,54,50,15,8,15,7,6
0,168,70,24,3,3,66,67,21,29,28,34,44,57,21,55,45,57,56,56,70,72,56,40,83,66,59,38,45,57,46,48,39,46,37,10,7,11,14,15
0,181,76,22,3,2,56,52,23,16,17,29,54,56,14,47,61,39,50,42,76,75,56,70,62,62,70,67,66,62,45,40,38,58,46,6,7,12,13,7
0,178,76,21,3,2,59,52,26,22,32,67,55,60,50,44,43,32,56,46,65,78,59,59,64,58,86,71,59,59,51,42,31,55,47,10,8,8,14,12
0,173,75,30,4,3,57,61,18,16,17,32,54,55,16,60,53,53,52,50,81,81,61,64,72,80,63,57,54,58,59,53,52,53,50,8,13,7,15,13
0,176,67,25,2,2,57,60,52,56,53,60,55,50,53,62,54,58,61,51,85,87,75,52,70,78,58,43,26,25,26,31,35,35,23,13,11,13,7,9
0,181,75,23,3,2,56,50,58,54,59,59,52,48,55,45,51,59,56,51,78,78,71,53,71,56,72,52,49,35,47,46,34,43,33,11,14,11,13,11
0,180,75,28,2,2,54,56,63,59,60,62,58,44,55,34,33,62,54,50,69,70,68,60,64,68,71,56,24,27,23,42,33,31,22,15,16,9,8,15
0,178,79,27,4,3,60,61,39,35,36,54,56,63,48,65,45,60,65,62,73,75,69,66,68,68,52,54,70,53,57,52,61,52,41,15,12,14,9,8
0,185,82,26,1,1,18,18,13,15,16,19,52,14,26,36,26,18,24,27,41,42,27,70,49,34,52,15,26,14,19,12,17,25,17,59,63,57,60,64
0,179,68,23,3,3,61,70,22,19,17,39,58,52,29,55,51,55,59,43,65,66,59,57,62,64,57,62,68,63,60,54,42,64,64,9,16,9,13,12
0,193,83,23,2,2,38,44,58,60,59,69,55,21,59,30,45,34,46,38,73,71,67,76,35,56,68,62,34,19,21,27,21,32,23,6,7,9,11,14
0,186,80,25,2,1,23,20,13,20,18,21,51,19,24,20,40,19,30,28,52,44,44,52,56,49,57,18,24,19,13,20,13,25,16,62,60,54,58,66
0,182,77,22,2,3,61,64,50,47,49,53,56,64,46,59,65,49,68,57,65,69,79,68,74,63,53,59,70,53,49,58,65,54,44,11,11,9,15,7
0,170,73,23,2,3,63,65,32,35,39,46,58,53,45,58,50,56,62,55,77,73,82,45,81,80,70,48,58,51,43,49,40,52,43,6,12,9,14,15
0,181,71,23,3,2,58,62,46,54,46,56,54,54,46,57,53,56,58,39,80,81,70,60,63,71,63,48,59,50,55,62,63,52,52,11,16,14,15,12
0,183,81,25,3,2,65,60,51,53,55,53,55,54,52,55,58,52,66,62,56,59,59,64,55,48,47,50,61,50,56,54,55,50,21,12,12,7,8,14
0,189,83,25,2,1,22,18,17,15,12,24,58,15,20,39,25,14,31,21,49,45,38,65,43,59,68,14,20,13,18,13,18,15,21,56,63,57,58,63
0,183,74,26,3,2,54,51,50,61,61,64,63,37,56,44,46,54,59,25,75,72,60,61,64,64,61,63,33,23,19,26,35,35,23,12,12,12,10,10
0,196,89,23,2,1,20,17,17,11,19,24,52,10,18,27,29,16,30,18,34,42,34,60,35,34,50,17,24,12,14,17,15,21,19,56,65,58,57,68
0,195,92,27,3,1,20,20,17,14,15,23,52,7,11,32,21,20,24,22,20,12,21,63,25,25,50,15,23,14,13,17,19,22,16,61,63,55,60,62
0,178,72,22,2,2,59,53,23,17,16,33,61,62,20,55,55,41,54,45,53,64,52,59,69,61,63,60,64,61,54,42,36,63,54,13,16,13,15,12
0,190,81,27,3,2,55,43,56,58,61,41,45,26,64,31,41,36,53,53,55,61,74,75,48,40,72,69,61,34,48,41,22,35,40,11,15,12,13,7
0,191,82,22,2,2,55,57,17,16,11,67,56,65,22,52,54,29,42,28,66,62,68,73,46,57,65,61,67,62,56,36,26,66,35,15,14,13,10,8
0,186,78,23,3,1,26,21,7,21,22,27,56,7,23,55,37,9,35,28,38,42,34,49,46,37,44,8,12,18,7,14,7,23,8,59,62,53,61,63
0,195,77,24,2,1,21,12,13,11,14,14,45,13,19,32,24,10,24,19,31,31,24,62,51,57,50,20,15,11,13,13,12,24,13,62,64,57,56,67
0,186,78,23,2,2,49,43,62,65,68,59,62,32,62,21,53,28,44,38,60,57,70,65,64,48,58,48,35,30,23,22,22,24,24,9,11,15,7,7
0,178,75,23,3,2,60,59,12,13,11,35,61,61,16,48,48,41,49,42,74,76,73,48,71,85,52,50,61,64,56,42,42,70,56,10,8,15,6,12
0,176,77,25,2,2,49,44,63,66,60,67,55,32,65,35,29,43,51,40,64,66,68,60,62,66,62,61,16,23,39,44,51,46,19,10,11,15,9,10
0,186,81,24,3,3,65,67,23,19,18,58,56,58,29,62,53,60,56,49,72,69,63,72,69,71,49,48,57,62,53,49,37,37,45,15,10,9,16,9
0,181,73,24,3,2,62,58,25,21,20,32,67,47,28,43,54,62,58,56,63,71,56,64,66,74,68,58,68,59,64,56,45,50,45,15,14,8,14,9
0,180,75,24,3,2,55,53,47,60,61,50,43,53,52,59,41,58,65,64,74,72,83,67,73,82,61,51,45,48,31,37,35,46,19,10,8,9,15,14
0,184,72,24,3,1,13,12,12,11,11,39,66,11,15,16,24,12,11,11,49,48,21,39,60,43,41,11,27,11,13,14,12,22,13,58,59,57,60,60
0,184,79,28,3,2,48,22,65,64,69,80,59,52,56,50,51,42,62,52,62,52,81,76,70,67,72,57,32,19,16,36,36,39,21,14,6,7,8,10
0,182,78,22,3,1,34,24,13,12,12,34,58,12,27,51,51,11,16,14,51,43,29,57,45,52,56,14,22,12,18,13,13,41,16,51,67,60,59,63
0,186,76,26,2,1,23,11,13,15,14,31,55,11,17,38,52,12,15,14,57,55,37,79,53,61,60,11,23,12,18,11,15,13,11,60,64,53,52,70
0,192,82,23,2,2,52,42,53,60,57,65,58,26,68,29,49,33,55,49,82,71,63,71,48,68,64,57,56,20,26,40,21,40,33,11,9,13,15,13
0,178,77,22,3,2,57,54,59,59,62,50,54,41,55,41,44,59,56,49,73,70,67,59,74,65,82,48,42,42,41,44,39,47,34,10,12,7,9,14
0,178,75,23,3,2,64,57,46,52,50,53,61,55,55,60,61,52,67,63,62,61,62,64,70,72,54,44,60,43,46,51,60,33,39,14,12,10,9,10
0,188,80,30,3,3,62,65,23,20,19,42,54,57,32,59,58,54,54,34,79,73,68,61,60,81,49,50,61,59,57,59,58,50,54,15,10,6,11,15
0,169,63,24,3,3,62,63,23,21,25,41,43,55,23,41,48,63,62,60,77,73,69,60,79,78,70,49,56,59,55,44,70,52,53,14,10,13,9,12
0,188,82,27,2,1,17,15,12,13,17,41,54,13,17,13,25,18,39,36,41,53,39,61,41,43,61,13,24,17,13,16,14,21,12,54,65,66,60,64
0,170,66,24,3,2,62,56,40,51,55,63,58,55,56,62,57,61,62,61,68,67,63,58,80,81,63,46,65,50,59,60,60,53,51,11,11,12,7,6
0,180,72,25,3,3,61,56,54,57,58,70,66,59,64,54,54,56,45,44,73,74,64,69,71,71,59,48,39,34,38,51,48,34,35,10,8,14,10,11
0,175,70,23,3,3,63,54,18,23,24,54,63,64,23,53,50,44,49,36,88,90,68,57,74,76,90,52,65,65,60,53,38,56,42,11,13,15,13,13
0,189,93,25,2,1,26,12,12,13,13,22,56,8,18,40,33,12,25,20,34,36,26,64,40,35,63,14,24,14,16,19,11,13,14,59,64,64,58,62
0,180,84,25,3,2,62,59,39,34,35,58,53,56,33,57,56,50,58,53,72,71,64,75,70,61,62,64,59,57,58,51,45,63,60,13,13,9,13,12
0,170,60,28,3,3,56,61,36,32,31,42,55,52,40,52,50,53,53,51,93,92,70,34,91,91,73,28,55,53,39,43,45,46,47,15,9,9,8,10
0,189,85,27,3,1,14,19,13,14,14,38,52,11,16,28,34,17,29,32,55,54,30,60,54,51,61,18,19,20,19,13,11,19,18,57,62,61,60,64
0,182,81,26,2,2,55,53,52,61,65,78,62,24,54,58,48,53,48,44,77,78,66,83,58,59,76,59,65,20,45,24,25,63,24,11,6,16,7,13
0,171,67,27,3,2,67,59,35,15,23,51,60,55,34,45,58,65,58,45,68,72,65,67,81,73,44,35,69,54,52,62,48,51,47,15,9,8,12,8
0,166,64,26,2,3,63,62,15,24,13,52,54,60,16,47,52,37,54,18,79,79,59,56,88,87,82,49,57,65,46,48,43,63,51,6,8,9,9,6
0,197,89,24,3,1,17,15,11,12,13,36,54,13,22,27,25,13,21,14,50,30,26,46,29,28,38,16,12,12,11,13,14,21,11,60,63,55,61,59
0,187,86,26,3,2,48,26,56,51,57,69,55,12,54,39,35,22,48,35,60,60,63,92,47,41,70,56,38,15,21,24,21,31,17,10,7,16,11,6
0,185,80,28,2,2,43,32,58,62,63,71,45,24,53,43,44,30,44,52,46,33,68,82,52,34,71,59,49,41,25,35,37,45,39,11,9,13,12,8
0,194,86,25,3,3,63,62,17,23,20,50,44,54,32,40,70,33,36,26,54,64,64,81,42,68,44,64,68,65,45,62,45,51,59,11,6,10,13,8
0,179,80,26,2,2,62,61,46,46,59,61,58,55,48,56,59,63,63,59,84,78,87,61,70,61,62,50,55,48,51,55,44,47,39,9,13,14,10,12
0,191,83,32,3,2,60,55,18,15,16,59,47,60,23,53,63,36,45,43,70,72,80,75,44,57,70,70,59,60,52,42,41,55,55,9,16,6,6,7
0,175,75,24,2,3,59,56,34,30,31,55,57,65,39,62,64,49,49,44,68,68,63,58,71,72,81,63,58,62,53,48,43,58,60,15,11,14,12,12
0,190,93,26,2,1,22,15,18,9,10,41,56,15,23,31,31,19,26,23,43,48,32,81,49,46,69,16,13,12,16,16,19,20,12,59,61,52,66,60
